Fragen	Frage	NOUN
in	in	ADP
den	der	DET
meisten	meist	DET
Ländern	Land	NOUN
skeptischer	skeptisch	ADJ
eingestellt	einstellen	VERB
.	.	PUNCT
Kann	können	VERB
der	der	DET
soziale	soziale	ADJ
und	und	CONJ
wirtschaftliche	wirtschaftlich	ADJ
Wandel	wandeln	NOUN
ohne	ohne	ADP
politische	politische	ADJ
Unterstützung	Unterstützung	NOUN
vorankommen	vorankommen	VERB
?	?	PUNCT
Ja	ja	PART
,	,	PUNCT
aber	aber	CONJ
nur	nur	ADV
bis	bis	ADP
zu	zu	ADP
einem	einer	DET
gewissen	gewiß	ADJ
Grad	Grad	NOUN
.	.	PUNCT
Das	der	DET
Vertrauen	Vertrauen	NOUN
in	in	ADP
politische	politische	ADJ
Akteure	Akteur	NOUN
ist	sein	AUX
in	in	ADP
den	der	DET
letzten	letzt	ADJ
Jahren	Jahr	NOUN
in	in	ADP
einer	einer	DET
Vielzahl	Vielzahl	NOUN
von	von	ADP
Ländern	Land	NOUN
,	,	PUNCT
insbesondere	insbesondere	ADV
in	in	ADP
Demokratien	Demokratie	NOUN
,	,	PUNCT
gesunken	sinken	VERB
.	.	PUNCT
So	so	ADV
können	können	VERB
die	der	DET
Menschen	Mensch	NOUN
Veränderunge	Veränderunge	NOUN
n	n	X
wollen	wollen	VERB
,	,	PUNCT
aber	aber	CONJ
ohne	ohne	ADP
'	'	PUNCT
mehr	mehr	DET
Politik	Politik	NOUN
'	'	PUNCT
.	.	PUNCT
Im	Im	ADP
Umkehrschluss	Umkehrschluss	NOUN
bedeutet	bedeuten	VERB
das	der	PRON
aber	aber	ADV
nicht	nicht	PART
,	,	PUNCT
dass	dass	SCONJ
von	von	ADP
Politikern	Politiker	NOUN
und	und	CONJ
Regierungen	Regierung	NOUN
kein	kein	DET
Fortschritt	fortschreiten	NOUN
gewünscht	wünschen	VERB
ist	sein	AUX
.	.	PUNCT
Die	der	DET
grossen	grossen	ADJ
Probleme	Problem	NOUN
des	der	DET
21	21	ADJ
.	.	ADJ
Jahrhunderts	Jahrhundert	NOUN
–	–	PROPN
demografischer	demografischer	ADJ
Wandel	wandeln	NOUN
,	,	PUNCT
grosse	grosse	ADJ
Migrationsströme	Migrationsströme	NOUN
und	und	CONJ
Klimawandel	Klimawandel	NOUN
–	–	PROPN
werden	werden	AUX
nicht	nicht	PART
gelöst	lösen	VERB
,	,	PUNCT
wenn	wenn	SCONJ
wir	ich	PRON
uns	sich	PRON
abnabeln	abnabeln	VERB
.	.	PUNCT
Wirkliche	Wirkliche	ADJ
Fortschritte	Fortschritt	NOUN
können	können	VERB
nur	nur	ADV
erzielt	erzielen	VERB
werden	werden	AUX
,	,	PUNCT
wenn	wenn	SCONJ
alle	all	DET
Akteure	Akteur	NOUN
zusammen	zusammen	ADV
arbeiten	arbeiten	VERB
.	.	PUNCT
dass	dass	SCONJ
bei	bei	ADP
Veränderungen	Veränderung	NOUN
jemand	jemand	DET
andres	andres	PRON
ein	einen	DET
grösseres	grösseres	ADJ
Stück	Stück	NOUN
auf	auf	ADP
ihre	mein	DET
Kosten	Kosten	NOUN
bekommt	bekommen	VERB
.	.	PUNCT
Andererseits	Andererseits	ADV
haben	haben	AUX
viele	viel	DET
Länder	Land	NOUN
mit	mit	ADP
grosser	grosser	ADJ
Unterstützung	Unterstützung	NOUN
für	für	ADP
den	der	DET
sozialen	sozial	ADJ
Fortschritt	fortschreiten	NOUN
–	–	PROPN
ich	ich	PRON
denke	denken	VERB
an	an	ADP
Südafrika	Südafrika	PROPN
,	,	PUNCT
Brasilien	Brasilien	PROPN
und	und	CONJ
Indien	Indien	PROPN
–	–	PROPN
eine	einen	DET
junge	junge	ADJ
und	und	CONJ
wachsende	wachsend	ADJ
Bevölkerung	Bevölkerung	NOUN
,	,	PUNCT
die	der	PRON
darauf	darauf	ADV
bedacht	bedenken	ADJ
ist	sein	AUX
,	,	PUNCT
ihr	mein	DET
Leben	Leben	NOUN
weiter	weit	ADV
zu	zu	PART
verbessern	verbessern	VERB
,	,	PUNCT
anstatt	anstatt	SCONJ
primär	primär	ADJ
das	der	PRON
zu	zu	PART
verteidigen	verteidigen	VERB
,	,	PUNCT
was	was	PRON
sie	ich	PRON
hat	haben	AUX
.	.	PUNCT
Diese	Diese	DET
Menschen	Mensch	NOUN
sehen	sehen	VERB
,	,	PUNCT
wie	wie	ADV
der	der	DET
ganze	ganze	ADJ
Kuchen	Kuchen	NOUN
wächst	wachsen	VERB
und	und	CONJ
welche	welch	DET
Möglichkeiten	Möglichkeit	NOUN
sich	sich	PRON
aus	aus	ADP
dem	der	DET
Fortschritt	fortschreiten	NOUN
ergeben	ergeben	VERB
.	.	PUNCT
Es	ich	PRON
ist	sein	AUX
wichtig	wichtig	ADJ
,	,	PUNCT
zu	zu	PART
verstehen	verstehen	VERB
,	,	PUNCT
dass	dass	SCONJ
soziale	soziale	ADJ
und	und	CONJ
kulturelle	kulturelle	ADJ
Fragen	Frage	NOUN
miteinander	miteinander	ADV
verbunden	verbinden	VERB
sind	sein	AUX
–	–	ADJ
Armut	Armut	NOUN
und	und	CONJ
Klimawandel	Klimawandel	NOUN
wirken	wirken	VERB
sich	sich	PRON
stärker	stark	ADJ
auf	auf	ADP
die	der	DET
Entwicklungsländer	Entwicklungsländer	NOUN
aus	aus	PART
,	,	PUNCT
was	was	PRON
zu	zu	ADP
mehr	mehr	DET
Hilfe	Hilfe	NOUN
in	in	ADP
und	und	CONJ
Migration	Migration	NOUN
aus	aus	ADP
den	der	DET
Entwicklungsländern	Entwicklungsländern	NOUN
führt	führen	VERB
.	.	PUNCT
Dies	Dies	PRON
verstärkt	verstärken	VERB
die	der	DET
sozialen	sozial	ADJ
Spannungen	Spannung	NOUN
in	in	ADP
den	der	DET
entwickelten	entwickeln	ADJ
Ländern	Land	NOUN
.	.	PUNCT
Wenn	wenn	SCONJ
wir	ich	PRON
gemeinsam	gemeinsam	ADJ
an	an	ADP
Lösungen	Lösung	NOUN
für	für	ADP
Armut	Armut	NOUN
und	und	CONJ
Klimawandel	Klimawandel	NOUN
arbeiten	arbeiten	VERB
,	,	PUNCT
profitieren	profitieren	VERB
also	also	ADV
sowohl	sowohl	CONJ
Industrie-	Industrie-	X
als	als	CONJ
auch	auch	ADV
Entwicklungsländer	Entwicklungsländer	NOUN
.	.	PUNCT
Women	Women	PROPN
’s	’s	NOUN
World	World	PROPN
Banking	Banking	PROPN
zielt	zielen	VERB
darauf	darauf	ADV
ab	ab	PART
,	,	PUNCT
durch	durch	ADP
finanzielle	finanzielle	ADJ
Integration	Integration	NOUN
zur	zur	ADP
Stärkung	Stärkung	NOUN
von	von	ADP
Frauen	Frau	NOUN
beizutragen	beitragen	VERB
.	.	PUNCT
Welche	welch	DET
Innovationen	Innovation	NOUN
sind	sein	AUX
notwendig	notwendig	ADJ
,	,	PUNCT
um	um	SCONJ
diesen	dies	DET
Bereich	Bereich	NOUN
voranzutreiben	voranzutreiben	VERB
?	?	PUNCT
Unser	sich	DET
Fokus	Fokus	NOUN
liegt	liegen	VERB
auf	auf	ADP
dem	der	DET
raschen	rasch	ADJ
Ausbau	Ausbau	NOUN
der	der	DET
formalen	formal	ADJ
finanziellen	finanziell	ADJ
Integration	Integration	NOUN
unterversorgter	unterversorgter	ADJ
Frauen	Frau	NOUN
in	in	ADP
unseren	mein	DET
sechs	sechs	NUM
Schwerpunktmärkten	Schwerpunktmärkten	NOUN
.	.	PUNCT
Diese	Diese	DET
Länder	Land	NOUN
haben	haben	AUX
wir	ich	PRON
ausgewählt	auswählen	VERB
,	,	PUNCT
weil	weil	SCONJ
wir	ich	PRON
da	da	ADV
neue	neue	ADJ
Lösungen	Lösung	NOUN
,	,	PUNCT
Lern-	Lern-	X
und	und	CONJ
Entwicklungsprogramme	Entwicklungsprogramme	NOUN
und	und	CONJ
politische	politische	ADJ
Lösungen	Lösung	NOUN
in	in	ADP
grösserem	grösserem	ADJ
Umfang	Umfang	NOUN
entwickeln	entwickeln	VERB
,	,	PUNCT
testen	testen	VERB
und	und	CONJ
'	'	PUNCT
Soziale	sozial	NOUN
und	und	CONJ
kulturelle	kulturelle	ADJ
Fragen	Frage	NOUN
sind	sein	AUX
miteinander	miteinander	ADV
verbunden	verbinden	VERB
.	.	PUNCT
'	'	PUNCT
breit	breit	ADJ
ausrollen	ausrollen	VERB
können	können	VERB
.	.	PUNCT
Häufig	Häufig	ADJ
bestehen	bestehen	VERB
die	der	DET
Integrationshürden	Integrationshürden	NOUN
aus	aus	ADP
grundlegenden	grundlegend	ADJ
Problemen	Problem	NOUN
wie	wie	CONJ
etwa	etwa	ADV
der	der	DET
Tatsache	Tatsache	NOUN
,	,	PUNCT
dass	dass	SCONJ
man	man	PRON
seine	mein	DET
rechtliche	rechtliche	ADJ
Identität	Identität	NOUN
nicht	nicht	PART
beweisen	beweisen	VERB
kann	können	VERB
.	.	PUNCT
Technologien	Technologie	ADV
wie	wie	CONJ
biometrische	biometrische	ADJ
Ausweise	ausweisen	NOUN
können	können	VERB
hier	hier	ADV
helfen	helfen	VERB
.	.	PUNCT
Aber	aber	CONJ
es	ich	PRON
ist	sein	AUX
wichtig	wichtig	ADJ
,	,	PUNCT
sich	sich	PRON
daran	daran	ADV
zu	zu	PART
erinnern	erinnern	VERB
,	,	PUNCT
dass	dass	SCONJ
Technologie	Technologie	NOUN
kein	kein	DET
Allheilmittel	Allheilmittel	NOUN
ist	sein	AUX
;	;	PUNCT
wenn	wenn	SCONJ
wir	ich	PRON
neue	neue	ADJ
technologische	technologische	ADJ
Lösungen	Lösung	NOUN
entwerfen	entwerfen	VERB
,	,	PUNCT
müssen	müssen	VERB
wir	ich	PRON
ebenso	ebenso	ADV
die	der	DET
soziokulturellen	soziokulturell	ADJ
Schranken	Schranke	NOUN
berücksichtigen	berücksichtigen	VERB
,	,	PUNCT
denen	der	PRON
Frauen	Frau	NOUN
ausgesetzt	aussetzen	VERB
sind	sein	AUX
,	,	PUNCT
sowie	sowie	CONJ
das	der	DET
Bedürfnis	Bedürfnis	NOUN
nach	nach	ADP
einem	einer	DET
Gleichgewicht	Gleichgewicht	NOUN
zwischen	zwischen	ADP
Technologie	Technologie	NOUN
und	und	CONJ
menschlichem	menschlich	ADJ
Austausch	Austausch	NOUN
.	.	PUNCT
@	@	PROPN
creditsuisse	creditsuisse	X
#	#	PROPN
fortschrittsbarometer	fortschrittsbarometer	VERB
DIE	DIE	DET
STUDIE	STUDIE	PROPN
Im	Im	ADP
Auftrag	Auftrag	NOUN
und	und	CONJ
in	in	ADP
Zusammenarbeit	Zusammenarbeit	NOUN
mit	mit	ADP
der	der	DET
Credit	Credit	NOUN
Suisse	Suisse	PROPN
hat	haben	AUX
das	der	DET
Forschungsinstitut	Forschungsinstitut	NOUN
gfs.bern	gfs.bern	NOUN
zwischen	zwischen	ADP
dem	der	DET
20.9.2019	20.9.2019	NOUN
und	und	CONJ
18.10.2019	18.10.2019	NOUN
das	der	DET
Fortschrittsbarometer	Fortschrittsbarometer	NOUN
online	online	ADV
erhoben	erheben	VERB
.	.	PUNCT
Die	der	DET
Studie	Studie	NOUN
ist	sein	AUX
eine	einen	DET
repräsentative	repräsentative	ADJ
Umfrage	umfragen	NOUN
in	in	ADP
16	16	NUM
Ländern	Land	NOUN
,	,	PUNCT
wobei	wobei	ADV
in	in	ADP
der	der	DET
Schweiz	Schweiz	PROPN
1737	1737	NUM
Menschen	Mensch	NOUN
befragt	befragen	VERB
wurden	werden	AUX
,	,	PUNCT
in	in	ADP
allen	alle	DET
anderen	ander	ADJ
Ländern	Land	NOUN
rund	rund	ADV
1000	1000	NUM
.	.	PUNCT
Den	der	DET
Befragten	Befragte	NOUN
wurden	werden	AUX
Aussagen	Aussage	NOUN
zu	zu	ADP
einer	einer	DET
Entwicklung	Entwicklung	NOUN
aus	aus	ADP
den	der	DET
Bereichen	Bereich	NOUN
Wirtschaft	Wirtschaft	NOUN
,	,	PUNCT
Politik	Politik	NOUN
und	und	CONJ
Gesellschaft	Gesellschaft	NOUN
vorgelegt	vorlegen	VERB
mit	mit	ADP
der	der	DET
Aufforderung	Aufforderung	NOUN
:	:	PUNCT
'	'	PUNCT
Bitte	bitten	ADV
beurteilen	beurteilen	VERB
Sie	ich	PRON
,	,	PUNCT
ob	ob	SCONJ
diese	dies	DET
Entwicklung	Entwicklung	NOUN
beschleunigt	beschleunigen	VERB
oder	oder	CONJ
gebremst	bremsen	VERB
werden	werden	AUX
müsste	müsste	ADJ
.	.	PUNCT
'	'	PUNCT
Ein	Ein	DET
Wert	Wert	NOUN
von	von	ADP
+100	+100	PROPN
bedeutet	bedeuten	VERB
:	:	PUNCT
'	'	PUNCT
Das	der	DET
Rad	Rad	NOUN
muss	muss	ADJ
neu	neu	ADJ
erfunden	erfinden	VERB
werden	werden	AUX
,	,	PUNCT
um	um	SCONJ
die	der	DET
Entwicklung	Entwicklung	NOUN
zu	zu	PART
forcieren	forcieren	VERB
.	.	PUNCT
'	'	PUNCT
Ein	Ein	DET
Wert	Wert	NOUN
von	von	ADP
–100	–100	NOUN
heisst	heisst	VERB
:	:	PUNCT
'	'	PUNCT
Das	der	DET
Rad	Rad	NOUN
sollte	sollen	VERB
zurückgedreht	zurückdrehen	VERB
werden	werden	AUX
.	.	PUNCT
'	'	PUNCT
Die	der	DET
'	'	PUNCT
Dringlichkeit	Dringlichkeit	NOUN
'	'	PUNCT
auf	auf	ADP
der	der	DET
Karte	karten	NOUN
auf	auf	ADP
den	der	DET
Seiten	Seite	NOUN
2	2	NUM
und	und	CONJ
3	3	NUM
fasst	fasst	VERB
die	der	DET
Antworten	Antwort	NOUN
um	um	ADP
die	der	DET
Nulllinie	Nulllinie	NOUN
sowie	sowie	CONJ
die	der	DET
Verweigerung	Verweigerung	NOUN
von	von	ADP
Antworten	Antwort	NOUN
zusammen	zusammen	PART
,	,	PUNCT
also	also	ADV
jene	jen	DET
Gruppen	Gruppe	NOUN
,	,	PUNCT
die	der	PRON
sich	sich	PRON
nicht	nicht	PART
einordnen	einordnen	VERB
können	können	VERB
oder	oder	CONJ
sich	sich	PRON
an	an	ADP
der	der	DET
Mitte	Mitte	NOUN
orientieren	orientieren	VERB
.	.	PUNCT
Je	Je	ADV
weiter	weit	ADV
oben	oben	ADV
in	in	ADP
der	der	DET
Karte	karten	NOUN
das	der	DET
Item	Item	NOUN
angesiedelt	ansiedeln	VERB
ist	sein	AUX
,	,	PUNCT
desto	desto	ADV
einiger	einig	ADJ
ist	sein	AUX
sich	sich	PRON
die	der	DET
Bevölkerung	Bevölkerung	NOUN
in	in	ADP
ihrer	sich	DET
Einschätzung	Einschätzung	NOUN
darüber	darüber	ADV
,	,	PUNCT
ob	ob	SCONJ
das	der	DET
Rad	Rad	NOUN
zurückgedreht	zurückdrehen	VERB
werden	werden	AUX
soll	soll	VERB
oder	oder	CONJ
nicht	nicht	PART
.	.	PUNCT
Je	Je	ADV
weiter	weit	ADV
unten	unten	ADV
,	,	PUNCT
desto	desto	ADV
weniger	wenig	ADV
besteht	bestehen	VERB
Konsens	Konsens	NOUN
.	.	PUNCT
Der	der	DET
statistische	statistische	ADJ
Stich	Stich	NOUN
probenfehler	probenfehler	ADJ
variiert	variieren	VERB
je	je	ADV
nach	nach	ADP
Land	Land	NOUN
,	,	PUNCT
zwischen	zwischen	ADP
±2,4	±2,4	PROPN
Prozentpunkten	Prozentpunkten	NOUN
(	(	PUNCT
Schweiz	Schweiz	PROPN
)	)	PUNCT
und	und	CONJ
±3,1	±3,1	PROPN
Prozentpunkten	Prozentpunkten	NOUN
(	(	PUNCT
mehrere	mehrer	DET
Länder	Land	NOUN
)	)	PUNCT
.	.	PUNCT
IMPRESSUM	IMPRESSUM	PROPN
Die	der	DET
Projektleitung	Projektleitung	NOUN
bei	bei	ADP
der	der	DET
Credit	Credit	NOUN
Suisse	Suisse	PROPN
verantworten	verantworten	ADJ
Mandana	Mandana	PROPN
Razavi	Razavi	PROPN
,	,	PUNCT
Katrin	Katrin	PROPN
Schaad	Schaad	PROPN
und	und	CONJ
Simon	Simon	PROPN
Staufer	Staufer	PROPN
.	.	PUNCT
Die	der	DET
vorliegende	vorliegend	ADJ
Auswertung	Auswertung	NOUN
erfolgte	erfolgen	VERB
durch	durch	ADP
Simon	Simon	PROPN
Brunner	Brunner	PROPN
/	/	PROPN
Ammann	Ammann	PROPN
,	,	PUNCT
Brunner	Brunner	PROPN
&	&	CONJ
Krobath	Krobath	PROPN
(	(	PUNCT
Redaktion	Redaktion	NOUN
,	,	PUNCT
Texte	texten	NOUN
)	)	PUNCT
,	,	PUNCT
Crafft	Crafft	PROPN
(	(	PUNCT
Layout	Layout	PROPN
,	,	PUNCT
Grafiken	Grafik	NOUN
)	)	PUNCT
und	und	CONJ
Lauren	Lauren	PROPN
Crow	Crow	PROPN
(	(	PUNCT
Illustrationen	Illustrationen	NOUN
)	)	PUNCT
,	,	PUNCT
Studio	Studio	NOUN
Andreas	Andrea	PROPN
Wellnitz	Wellnitz	PROPN
(	(	PUNCT
Fotoredaktion	Fotoredaktion	PROPN
)	)	PUNCT
.	.	PUNCT
Die	der	DET
gesamte	gesamt	ADJ
Umfrage	umfragen	NOUN
,	,	PUNCT
alle	all	DET
Länderprofile	Länderprofile	NOUN
und	und	CONJ
das	der	DET
Archiv	Archiv	NOUN
stehen	stehen	VERB
zum	zum	ADP
Download	Download	PROPN
bereit	bereiten	ADJ
auf	auf	PART
:	:	PUNCT
credit-suisse.com/fortschrittsbarometer	credit-suisse.com/fortschrittsbarometer	NOUN
18	18	NUM
Bulletin 1 /2020	Bulletin	NOUN
 	 	SPACE
INHALT	INHALT	NOUN
Kanada	Kanada	PROPN
USA	USA	PROPN
Grossbritannien	Grossbritannien	NOUN
Deutschland	Deutschland	PROPN
Schweiz	Schweiz	PROPN
16	16	NUM
LÄNDER	LÄNDER	PROPN
16	16	NUM
INTERVIEWS	INTERVIEWS	ADJ
Indonesien	Indonesien	PROPN
'	'	PUNCT
Wir	ich	PRON
schaffen	schaffen	VERB
es	ich	PRON
'	'	PUNCT
Isabel	Isabel	NOUN
und	und	CONJ
Melati	Melati	PROPN
Wijsen	Wijsen	NOUN
über	über	ADP
ihren	mein	DET
erfolgreichen	erfolgreich	ADJ
Kampf	Kampf	NOUN
gegen	gegen	ADP
den	der	DET
Plastikgebrauch	Plastikgebrauch	NOUN
.	.	PUNCT
22	22	NUM
Südkorea	Südkorea	PROPN
'	'	PUNCT
Keine	kein	DET
Angst	Angst	NOUN
vor	vor	ADP
Robotern	Roboter	NOUN
!	!	PUNCT
'	'	PUNCT
Robotikprofessor	Robotikprofessor	NOUN
Park	parken	PROPN
Jong-Oh	Jong-Oh	PROPN
über	über	ADP
die	der	DET
Rekord-Automatisierung	Rekord-Automatisierung	NOUN
seines	mein	DET
Landes	Land	NOUN
.	.	PUNCT
26	26	NUM
Kanada	Kanada	PROPN
'	'	PUNCT
Widerstand	Widerstand	NOUN
und	und	CONJ
Gemeinschaftsbildung	Gemeinschaftsbildung	NOUN
'	'	PUNCT
Aktivist	Aktivist	NOUN
Bob	Bob	PROPN
Gallagher	Gallagher	PROPN
über	über	ADP
das	der	DET
Land	Land	NOUN
der	der	DET
LGBTQ+-Toleranz	LGBTQ+-Toleranz	NOUN
.	.	PUNCT
28	28	NUM
Indien	Indien	PROPN
'	'	PUNCT
Wachstum	Wachstum	NOUN
ist	sein	AUX
das	der	DET
Wichtigste	wichtig	NOUN
'	'	PUNCT
Ökonom	Ökonom	NOUN
Jagdish	Jagdish	PROPN
Bhagwati	Bhagwati	PROPN
über	über	ADP
den	der	DET
Aufschwung	Aufschwung	NOUN
des	der	DET
Subkontinents	Subkontinent	NOUN
.	.	PUNCT
30	30	NUM
Südafrika	Südafrika	PROPN
'	'	PUNCT
Wie	wie	ADV
verändern	verändern	VERB
wir	ich	PRON
den	der	DET
Menschen	Mensch	NOUN
?	?	PUNCT
'	'	PUNCT
Antiapartheid-Legende	Antiapartheid-Legende	NOUN
Jay	Jay	PROPN
Naidoo	Naidoo	PROPN
über	über	ADP
das	der	DET
Erlernen	Erlernen	NOUN
von	von	ADP
Demokratie	Demokratie	NOUN
.	.	PUNCT
38	38	NUM
Brasilien	Brasilien	PROPN
16	16	NUM
IDEEN	IDEEN	NOUN
Chile	Chile	PROPN
Südafrika	Südafrika	PROPN
Karte	karten	PROPN
:	:	PUNCT
Offshore	Offshore	PROPN
Studio	Studio	NOUN
USA	USA	PROPN
'	'	PUNCT
Wir	ich	PRON
streiten	streiten	VERB
über	über	ADP
alles	alle	PRON
'	'	PUNCT
Das	der	DET
Politstrategen-Ehepaar	Politstrategen-Ehepaar	PROPN
Mary	Mary	PROPN
Matalin	Matalin	PROPN
und	und	CONJ
James	James	PROPN
Carville	Carville	PROPN
über	über	ADP
die	der	DET
Versöhnung	Versöhnung	NOUN
einer	einer	DET
gespaltenen	gespalten	ADJ
Nation	Nation	NOUN
.	.	PUNCT
56	56	NUM
Chile	Chile	PROPN
'	'	PUNCT
Das	der	DET
Potenzial	Potenzial	NOUN
ist	sein	AUX
gigantisch	gigantisch	ADJ
'	'	PUNCT
Cristián	Cristián	PROPN
González	González	PROPN
Veloso	Veloso	PROPN
über	über	ADP
die	der	DET
Energierevolution	Energierevolution	NOUN
in	in	ADP
seinem	mein	DET
Land	Land	NOUN
.	.	PUNCT
64	64	NUM
Brasilien	Brasilien	PROPN
'	'	PUNCT
Teil	teilen	NOUN
der	der	DET
Grundaus­	Grundaus­	NOUN
stattung	stattung	VERB
'	'	PUNCT
Guillaume	Guillaume	NOUN
Prou	Prou	PROPN
zum	zum	ADP
Aufstieg	Aufstieg	NOUN
der	der	DET
Havaianas-Flipflops	Havaianas-Flipflops	NOUN
zur	zur	ADP
Kultmarke	Kultmarke	NOUN
.	.	PUNCT
66	66	NUM
Australien	Australien	PROPN
'	'	PUNCT
Wir	ich	PRON
sind	sein	AUX
der	der	DET
Westen	Westen	NOUN
im	im	ADP
Osten	Osten	NOUN
und	und	CONJ
der	der	DET
Osten	Osten	NOUN
im	im	ADP
Westen	Westen	NOUN
'	'	PUNCT
Ex-Premier	Ex-Premier	NOUN
Kevin	Kevin	PROPN
Rudd	Rudd	PROPN
über	über	ADP
den	der	DET
Vorbildcharakter	Vorbildcharakter	NOUN
seines	mein	DET
Landes	Land	NOUN
.	.	PUNCT
68	68	NUM
Russland	Russland	NOUN
'	'	PUNCT
Einsam	Einsam	ADJ
,	,	PUNCT
ziemlich	ziemlich	ADV
einsam	einsam	ADJ
'	'	PUNCT
Professor	Professor	NOUN
Shalyto	Shalyto	NOUN
über	über	ADP
die	der	DET
Kunst	Kunst	NOUN
,	,	PUNCT
Spitzenprogrammierer	Spitzenprogrammierer	NOUN
zu	zu	PART
produzieren	produzieren	VERB
.	.	PUNCT
74	74	NUM
China	China	PROPN
'	'	PUNCT
Als	als	SCONJ
ich	ich	PRON
erstmals	erstmals	ADV
Mozart	Mozart	PROPN
hörte	hören	VERB
,	,	PUNCT
musste	musste	VERB
ich	ich	PRON
weinen	weinen	ADJ
'	'	PUNCT
Maestro	Maestro	X
Long	Long	PROPN
Yu	Yu	PROPN
über	über	ADP
den	der	DET
Boom	boomen	NOUN
der	der	DET
klassischen	klassisch	ADJ
Musik	Musik	NOUN
in	in	ADP
seiner	sich	DET
Heimat	Heimat	NOUN
.	.	PUNCT
76	76	NUM
Letzte	letzt	NOUN
Seite	Seite	NOUN
Beni	Beni	PROPN
Bischof	Bischof	NOUN
80	80	NUM
Russland	Russland	NOUN
Indien	Indien	PROPN
China	China	PROPN
Südkorea	Südkorea	PROPN
Japan	Japan	PROPN
Japan	Japan	PROPN
'	'	PUNCT
Nascht	Nascht	NOUN
heute	heute	ADV
weniger	wenig	ADV
'	'	PUNCT
Ernährungslehrerin	Ernährungslehrerin	NOUN
Makie	Makie	PROPN
Zenimoto	Zenimoto	PROPN
über	über	ADP
die	der	DET
gesündesten	gesündesten	ADJ
Schulkantinen	Schulkantinen	NOUN
der	der	DET
Welt	Welt	NOUN
.	.	PUNCT
42	42	NUM
Deutschland	Deutschland	PROPN
'	'	PUNCT
Wir	ich	PRON
mögen	mögen	VERB
das	der	DET
Risiko	Risiko	NOUN
nicht	nicht	PART
'	'	PUNCT
Gründerin	Gründerin	NOUN
Verena	Verena	PROPN
Pausder	Pausder	PROPN
über	über	ADP
das	der	DET
Potenzial	Potenzial	NOUN
der	der	DET
erfolgreichen	erfolgreich	ADJ
Start-up-Nation	Start-up-Nation	PROPN
.	.	PUNCT
44	44	NUM
Grossbritannien	Grossbritannien	NOUN
'	'	PUNCT
Zwischen	Zwischen	ADP
James	James	PROPN
Bond	Bond	PROPN
und	und	CONJ
Mr.	Mr.	NOUN
Bean	Bean	PROPN
'	'	PUNCT
Politberater	Politberater	NOUN
Simon	Simon	PROPN
Anholt	Anholt	NOUN
über	über	ADP
die	der	DET
Stärken	Stärken	NOUN
der	der	DET
Soft-Power-Supermacht	Soft-Power-Supermacht	NOUN
.	.	PUNCT
48	48	NUM
Schweiz	Schweiz	PROPN
'	'	PUNCT
Wir	ich	PRON
müssen	müssen	VERB
nicht	nicht	PART
ein	einen	DET
ganzes	ganz	ADJ
Auto	Auto	NOUN
bauen	bauen	VERB
'	'	PUNCT
ETH-Präsident	ETH-Präsident	NOUN
Joël	Joël	PROPN
Mesot	Mesot	PROPN
über	über	ADP
die	der	DET
Erfolgsformel	Erfolgsformel	NOUN
des	der	DET
Forschungsstandorts	Forschungsstandorts	NOUN
.	.	PUNCT
52	52	NUM
Singapur	Singapur	PROPN
Indonesien	Indonesien	PROPN
Australien	Australien	PROPN
Singapur	Singapur	PROPN
'	'	PUNCT
Ab	ab	ADP
Mitte	Mitte	NOUN
40	40	NUM
an	an	ADP
die	der	DET
Zukunft	Zukunft	NOUN
denken	denken	VERB
'	'	PUNCT
Cham	Cham	PROPN
Hui	Hui	PROPN
Fong	Fong	PROPN
über	über	ADP
die	der	DET
erfolgreiche	erfolgreich	ADJ
Arbeitsmarktintegration	Arbeitsmarktintegration	NOUN
von	von	ADP
Pensionierten	Pensionierte	NOUN
.	.	PUNCT
54	54	NUM
 	 	SPACE
'	'	PUNCT
Wir	ich	PRON
schaffen	schaffen	VERB
es	ich	PRON
,	,	PUNCT
weil	weil	SCONJ
wir	ich	PRON
keine	kein	DET
andere	ander	ADJ
Wahl	Wahl	NOUN
haben	haben	AUX
'	'	PUNCT
Kämpfen	Kampf	NOUN
erfolgreich	erfolgreich	ADJ
für	für	ADP
die	der	DET
Umwelt	Umwelt	NOUN
:	:	PUNCT
Isabel	Isabel	PROPN
(	(	PUNCT
16	16	NUM
)	)	PUNCT
und	und	CONJ
Melati	Melati	PROPN
Wijsen	Wijsen	NOUN
(	(	PUNCT
18	18	NUM
)	)	PUNCT
auf	auf	ADP
Bali	Bali	PROPN
.	.	PUNCT
 	 	SPACE
In	In	ADP
Indonesien	Indonesien	PROPN
ist	sein	AUX
es	ich	PRON
nicht	nicht	PART
üblich	üblich	ADJ
,	,	PUNCT
Kritik	Kritik	NOUN
zu	zu	PART
äussern	äussern	VERB
,	,	PUNCT
gerade	gerade	ADV
gegenüber	gegenüber	ADP
älteren	alt	ADJ
oder	oder	CONJ
höherstehenden	höherstehenden	ADJ
Personen	Person	NOUN
.	.	PUNCT
Wie	wie	ADV
schwierig	schwierig	ADJ
war	sein	AUX
es	ich	PRON
für	für	ADP
euch	sich	PRON
,	,	PUNCT
als	als	ADP
Teenager	Teenager	NOUN
politisch	politisch	ADJ
aktiv	aktiv	ADJ
zu	zu	PART
werden	werden	AUX
?	?	PUNCT
Melati	Melati	PROPN
Schwierig	Schwierig	NOUN
,	,	PUNCT
